term	daf_count	tractate_count	tractates	sample_dafs
Boshet (Embarrassment Payment)	2	1	Bava Kamma	Bava Kamma 27; Bava Kamma 88
Breira (retroactive designation)	2	1	Sukkah	Sukkah 23; Sukkah 24
Chalitzah (release from levirate obligation)	2	1	Yevamot	Yevamot 15; Yevamot 59b
Challah (dough offering)	2	1	Hullin	Hullin 134; Hullin 135
Chananya ben Azur	2	1	Sanhedrin	Sanhedrin 89; Sanhedrin 90
Chatzi Matir	2	1	Menachot	Menachot 14; Menachot 15
Chatzot (midday)	2	1	Pesachim	Pesachim 55; Pesachim 96
Chatzot (Midnight)	2	1	Zevachim	Zevachim 56; Zevachim 86
Chatzotzrot (Trumpets)	2	1	Sukkah	Sukkah 51; Sukkah 53
Chaya (wild animal)	2	1	Hullin	Hullin 59; Hullin 70b
chazakah (possession establishing ownership)	2	1	Bava Batra	Bava Batra 31; Bava Batra 37
Chazakah (presumption of ownership)	2	1	Bava Batra	Bava Batra 29; Bava Batra 46
Cheftzei Hefker (Ownerless Objects)	2	1	Eruvin	Eruvin 45; Eruvin 48
cherem	2	1	Nedarim	Nedarim 18; Nedarim 47
Cheresh (deaf person)	2	1	Yevamot	Yevamot 112b; Yevamot 114
Chilul	2	1	Sanhedrin	Sanhedrin 66; Sanhedrin 84
Chinuch (Inauguration)	2	1	Menachot	Menachot 49; Menachot 50b
chulin (non-sacred)	2	1	Zevachim	Zevachim 46; Zevachim 50
Chutz La'aretz (Outside the Land of Israel)	2	1	Kiddushin	Kiddushin 38; Kiddushin 70
chutz lizmano	2	1	Zevachim	Zevachim 10; Zevachim 29
Contested vs. Uncontested Testimony	2	1	Kiddushin	Kiddushin 66b; Kiddushin 67
Dam Betulim (Hymenal Bleeding)	2	1	Niddah	Niddah 11b; Niddah 64
Dam niddah (menstrual blood)	2	1	Niddah	Niddah 22; Niddah 71
Daniel	2	1	Sanhedrin	Sanhedrin 93; Sanhedrin 99
Daryavesh (Darius)	2	1	Megillah	Megillah 11; Megillah 12
Davening (Prayer)	2	1	Berakhot	Berakhot 13; Berakhot 14
Derabbanan (rabbinic law)	2	1	Yevamot	Yevamot 111; Yevamot 52
Derabbanan (rabbinic prohibition)	2	1	Eruvin	Eruvin 30; Eruvin 98
Din (judgment/law)	2	1	Sanhedrin	Sanhedrin 6b; Sanhedrin 7
Dinei Mamonos	2	1	Sanhedrin	Sanhedrin 5; Sanhedrin 87
Dinei Mamonot (Monetary Cases)	2	1	Sanhedrin	Sanhedrin 23; Sanhedrin 3
dinei nefashot (capital law)	2	1	Sanhedrin	Sanhedrin 8b; Sanhedrin 9
Dirat Arai (temporary dwelling)	2	1	Sukkah	Sukkah 23; Sukkah 8
Dirat Keva (permanent dwelling)	2	1	Sukkah	Sukkah 23; Sukkah 8
Dofen Akuma (Bent Wall)	2	1	Sukkah	Sukkah 14; Sukkah 17
edim / witnesses	2	1	Bava Batra	Bava Batra 138; Bava Batra 31
Elijah (Eliyahu)	2	1	Sanhedrin	Sanhedrin 113; Sanhedrin 98
Emet (truth)	2	1	Sanhedrin	Sanhedrin 6b; Sanhedrin 7
Er and Onan	2	1	Yevamot	Yevamot 33; Yevamot 33b
Erech (Valuation)	2	1	Arakhin	Arakhin 26; Arakhin 6
Erev Pesach (Eve of Passover)	2	1	Pesachim	Pesachim 50; Pesachim 56
Eruv / Eruvin	2	1	Eruvin	Eruvin 52; Eruvin 77
Eruv chatzeirot (courtyard eruv)	2	1	Eruvin	Eruvin 49; Eruvin 72
Eruv Chatzerot	2	1	Eruvin	Eruvin 45; Eruvin 86
esh (fire)	2	1	Bava Kamma	Bava Kamma 10; Bava Kamma 59
Ever Min HaChai	2	1	Hullin	Hullin 102; Hullin 128
Gargeret (Trachea)	2	1	Hullin	Hullin 44; Hullin 44b
Gehennom (Hell)	2	1	Sanhedrin	Sanhedrin 110; Sanhedrin 91
Geirim (Converts)	2	1	Shabbat	Shabbat 137; Shabbat 145
Get Mukdam (Predated Get)	2	1	Gittin	Gittin 17; Gittin 18
Get Pashut	2	1	Bava Batra	Bava Batra 160; Bava Batra 161
Gezeila (Theft)	2	1	Bava Metzia	Bava Metzia 43; Bava Metzia 63
gezeira (rabbinic decree)	2	1	Yevamot	Yevamot 66b; Yevamot 89
Gezeira shava (verbal analogy)	2	1	Arakhin	Arakhin 14; Arakhin 31
Gezel (theft/robbery)	2	1	Bava Batra	Bava Batra 165; Bava Batra 88
Gezerah Shava (Verbal Analogy)	2	1	Sotah	Sotah 26; Sotah 38
Gid HaNasheh	2	1	Hullin	Hullin 82; Hullin 92
gid hanasheh (sciatic nerve)	2	1	Hullin	Hullin 100; Hullin 108
Gmar Din (Final Judgment)	2	1	Bava Kamma	Bava Kamma 45; Bava Kamma 73
Gmar din (finalized judgment)	2	1	Sanhedrin	Sanhedrin 6b; Sanhedrin 7
hadar (beauty/aesthetic requirement)	2	1	Sukkah	Sukkah 30; Sukkah 36
Har Gerizim and Har Eival	2	1	Sotah	Sotah 32; Sotah 36
Har Habayit	2	1	Nazir	Nazir 44; Nazir 44b
Hatarat Nedarim (Annulment of Vows)	2	1	Nedarim	Nedarim 64; Nedarim 8
Hekdesh (Temple Dedication)	2	1	Arakhin	Arakhin 20; Arakhin 6
Heter Bamot (Permissibility of Private Altars)	2	1	Zevachim	Zevachim 119; Zevachim 120
Hierarchy of Kinyanim	2	1	Kiddushin	Kiddushin 25; Kiddushin 26
Hoda'ah (Admission/Confession)	2	1	Bava Kamma	Bava Kamma 74; Bava Kamma 75
Horns (karnayim)	2	1	Hullin	Hullin 121; Hullin 59
Ir Nidachas (Apostate City)	2	1	Sanhedrin	Sanhedrin 112; Sanhedrin 113
Issur Mitzvah vs. Issur Ervah	2	1	Yevamot	Yevamot 28; Yevamot 28b
Kav (unit of measure)	2	1	Bava Batra	Bava Batra 103; Bava Batra 12
Kavanah (Intention)	2	1	Berakhot	Berakhot 13; Berakhot 33
Kavod Shabbat	2	1	Shabbat	Shabbat 113b; Shabbat 114
Kavod Shabbat (Honoring Shabbat)	2	1	Shabbat	Shabbat 116; Shabbat 119
Keren (principal payment)	2	1	Bava Kamma	Bava Kamma 65; Bava Kamma 76
Ketamim (Stains)	2	1	Niddah	Niddah 53; Niddah 57
Ketanah (minor)	2	1	Ketubot	Ketubot 44b; Ketubot 74
Ketoret (incense)	2	1	Yoma	Yoma 16; Yoma 48
Kiddushin (Marriage Betrothal)	2	1	Kiddushin	Kiddushin 65b; Kiddushin 68
Kinuy and Stira	2	1	Sotah	Sotah 29; Sotah 32
Kinyan (act of acquisition)	2	1	Bava Metzia	Bava Metzia 34; Bava Metzia 41
Kinyan Agav	2	1	Kiddushin	Kiddushin 27; Kiddushin 28
Kishuf (Witchcraft)	2	1	Sanhedrin	Sanhedrin 56; Sanhedrin 68
Kiyor (laver) placement	2	1	Zevachim	Zevachim 58; Zevachim 59
Kli Rishon (First Vessel)	2	1	Shabbat	Shabbat 145; Shabbat 42
Kodashim Kalim (lesser holy offerings)	2	1	Zevachim	Zevachim 101; Zevachim 90
Kodashim kalim (lesser holy offerings)	2	1	Zevachim	Zevachim 66; Zevachim 96
Kofer (atonement payment for death)	2	1	Bava Kamma	Bava Kamma 26; Bava Kamma 4
Kofer (Payment for Death)	2	1	Bava Kamma	Bava Kamma 43; Bava Kamma 53
Kohen Gadol on Yom Kippur	2	1	Yoma	Yoma 24; Yoma 30
Kol (Rumor/Report)	2	1	Gittin	Gittin 81; Gittin 88b
Korah (beam)	2	1	Eruvin	Eruvin 3; Eruvin 9
Korban Pesach (Pesach sacrifice)	2	1	Pesachim	Pesachim 41; Pesachim 61
Kulchem (All of You)	2	1	Gittin	Gittin 66b; Gittin 67
L'Azazel (For Azazel)	2	1	Yoma	Yoma 39; Yoma 65
L'Tzorech Gufo	2	1	Shabbat	Shabbat 123; Shabbat 124
L'Tzorech Mekomo	2	1	Shabbat	Shabbat 123; Shabbat 124
Lashes (Malkot)	2	1	Shevuot	Shevuot 3; Shevuot 37
Lav She'ein Bo Ma'aseh	2	1	Makkot	Makkot 16; Makkot 2
Lechem Oni (Bread of Affliction)	2	1	Pesachim	Pesachim 116; Pesachim 38
leket (gleanings)	2	1	Bava Metzia	Bava Metzia 105; Bava Metzia 21
Lishkat Parhedrin	2	1	Yoma	Yoma 11; Yoma 2
lulav (palm branch)	2	1	Sukkah	Sukkah 38; Sukkah 43
makeh b'patish (striking with a hammer)	2	1	Shabbat	Shabbat 46; Shabbat 47
mamzer	2	1	Yevamot	Yevamot 66b; Yevamot 75
Mamzer (illegitimate offspring)	2	1	Yevamot	Yevamot 44; Yevamot 65
Mar son of Ravina	2	1	Berakhot	Berakhot 39; Berakhot 54
Marit Ayin (Appearance of Wrongdoing)	2	1	Avodah Zarah	Avodah Zarah 12; Avodah Zarah 22
Maror (bitter herbs)	2	1	Pesachim	Pesachim 85; Pesachim 96
Mashiach / Messiah	2	1	Sanhedrin	Sanhedrin 95; Sanhedrin 97
Matnat Shachiv Mera (Deathbed Gift)	2	1	Bava Batra	Bava Batra 129; Bava Batra 136b
matnat shchiv mera	2	1	Bava Batra	Bava Batra 148; Bava Batra 149
Mavoi (alley)	2	1	Eruvin	Eruvin 10; Eruvin 9
mavoi (alleyway)	2	1	Eruvin	Eruvin 2; Eruvin 70
Mechama L'Tzel	2	1	Shabbat	Shabbat 123; Shabbat 124
mechira (sale)	2	1	Bava Kamma	Bava Kamma 68; Bava Kamma 78
Mechitza (partition wall)	2	1	Eruvin	Eruvin 14; Eruvin 87
mechitzah (partition)	2	1	Eruvin	Eruvin 27; Eruvin 70
Mechusar Zman (lacking the proper time)	2	1	Zevachim	Zevachim 114; Zevachim 12
Mefateh (seducer)	2	1	Ketubot	Ketubot 29; Ketubot 39
Megillat Ta'anit (scroll of fast days)	2	1	Taanit	Taanit 12; Taanit 16
Mekach Taos (Mistaken Purchase)	2	1	Avodah Zarah	Avodah Zarah 53; Avodah Zarah 71
Melacha (Creative Labor)	2	1	Shabbat	Shabbat 4; Shabbat 69
Melikah	2	1	Yevamot	Yevamot 33; Yevamot 33b
Menashe	2	1	Sanhedrin	Sanhedrin 102; Sanhedrin 105
Menorah	2	1	Menachot	Menachot 49b; Menachot 88
Mesira (Handing Over)	2	1	Bava Batra	Bava Batra 76; Bava Batra 77
mesukenet (moribund animal)	2	1	Hullin	Hullin 37; Hullin 38
Metaltelin	2	1	Kiddushin	Kiddushin 27; Kiddushin 28
Metaltelin (movable property)	2	1	Bava Batra	Bava Batra 69; Bava Batra 73
Metzia (Found Object)	2	1	Bava Metzia	Bava Metzia 23; Bava Metzia 8
Metzia (lost object)	2	1	Bava Metzia	Bava Metzia 26; Bava Metzia 9
Midah Keneged Midah (Measure for Measure)	2	1	Sotah	Sotah 11; Sotah 12
Middah Keneged Middah (Measure for Measure)	2	1	Sotah	Sotah 14; Sotah 7b
Mikvah (ritual immersion pool)	2	1	Niddah	Niddah 15; Niddah 2
Mil (unit of distance/time)	2	1	Pesachim	Pesachim 46; Pesachim 95
mincha	2	1	Menachot	Menachot 13; Menachot 27
Modeh BeHiktzat (Partial Admission)	2	1	Bava Metzia	Bava Metzia 3; Bava Metzia 4
Muchlat (definite metzora status)	2	1	Nazir	Nazir 55; Nazir 55b
muktza	2	1	Shabbat	Shabbat 46; Shabbat 47
muktzah (set aside)	2	1	Shabbat	Shabbat 140; Shabbat 28b
Muktzah (set aside, not for use)	2	1	Shabbat	Shabbat 125; Shabbat 48
Muktzah Machmat Chisron Kis	2	1	Shabbat	Shabbat 123; Shabbat 44
Musafim (Additional Offerings)	2	1	Menachot	Menachot 49; Menachot 50
Na'arah me'orasah (betrothed maiden)	2	1	Sanhedrin	Sanhedrin 44; Sanhedrin 73
Nazir Tamei	2	1	Nazir	Nazir 18; Nazir 19
Nebuchadnezzar	2	1	Sanhedrin	Sanhedrin 93; Sanhedrin 93b
Nesachim (Wine and Flour Libations)	2	1	Zevachim	Zevachim 117; Zevachim 89
nezek (damage)	2	1	Bava Kamma	Bava Kamma 10; Bava Kamma 18
Nidui/Cherem (Excommunication)	2	1	Makkot	Makkot 10b; Makkot 11
Nochrit (Non-Jewish Woman)	2	1	Kiddushin	Kiddushin 67b; Kiddushin 68
Noten Ta'am Lifgam	2	1	Avodah Zarah	Avodah Zarah 33; Avodah Zarah 76
Ona'ah	2	1	Bava Metzia	Bava Metzia 56; Bava Metzia 67
ona'ah (overcharging)	2	1	Bava Batra	Bava Batra 156; Bava Batra 92
Ona'ah (overcharging/undercharging)	2	1	Bava Metzia	Bava Metzia 47; Bava Metzia 52
Oneg Shabbat (pleasure of Shabbat)	2	1	Shabbat	Shabbat 113; Shabbat 25
Parashat Balak	2	1	Berakhot	Berakhot 12; Berakhot 12b
Patur Aval Assur (Exempt but Forbidden)	2	1	Shabbat	Shabbat 138; Shabbat 145
Pesach (Passover Sacrifice)	2	1	Zevachim	Zevachim 26; Zevachim 91
Pesach Sheni (second Pesach)	2	1	Pesachim	Pesachim 80; Pesachim 89
Peshiat HaNizak (negligence of damaged party)	2	1	Bava Kamma	Bava Kamma 20; Bava Kamma 4
Pi Shnayim (Double Portion)	2	1	Bava Batra	Bava Batra 111; Bava Batra 123
Pi Shnayim (double portion)	2	1	Bava Batra	Bava Batra 124; Bava Batra 126
Pidyon HaBen	2	1	Bekhorot	Bekhorot 27; Bekhorot 52
pikadon (deposit)	2	1	Bava Metzia	Bava Metzia 49; Bava Metzia 6
Pirkan (Unloading)	2	1	Bava Batra	Bava Batra 85; Bava Batra 86
Pirsumei Nisa	2	1	Megillah	Megillah 3; Megillah 4
Psul / Pasul (Invalid)	2	1	Menachot	Menachot 11; Menachot 60
Rabba bar Avuha	2	1	Bava Batra	Bava Batra 136; Bava Batra 23
Rabbi Ammi	2	1	Hullin	Hullin 107; Hullin 99
Rabbi Chanina ben Dosa	2	1	Berakhot	Berakhot 32b; Berakhot 34
Rabbi Eliezer vs. Rabbi Meir	2	1	Gittin	Gittin 23; Gittin 87
Rabbi Hillel	2	1	Sanhedrin	Sanhedrin 98; Sanhedrin 99
Rabbi Shimon (Rebbe Shimon)	2	1	Bekhorot	Bekhorot 10; Bekhorot 15
Rabbi Shimon ben Lakish (Reish Lakish)	2	1	Hullin	Hullin 19; Hullin 33
Rabbi Shimon HaTimni	2	1	Kiddushin	Kiddushin 67b; Kiddushin 68
Rabbi Shimon on kodashim kalim	2	1	Zevachim	Zevachim 95; Zevachim 97
Rabbi Yehuda vs. Chachamim (Sages)	2	1	Sanhedrin	Sanhedrin 45; Sanhedrin 53
Rabbi Yochanan HaSandlar	2	1	Ketubot	Ketubot 58; Ketubot 59
Rashbam (medieval commentator)	2	1	Bava Batra	Bava Batra 108; Bava Batra 38
Rashbam's interpretation	2	1	Bava Batra	Bava Batra 102; Bava Batra 126
Rav Acha bar Rav Yosef	2	1	Bava Metzia	Bava Metzia 109; Bava Metzia 64
Rav Chisda (amora)	2	1	Gittin	Gittin 26; Gittin 64
Rav Herzog	2	1	Yevamot	Yevamot 75; Yevamot 76
Rav Huna bar Avin	2	1	Bava Batra	Bava Batra 51; Bava Batra 55
Rav Malkio	2	1	Yevamot	Yevamot 112; Yevamot 112b
Rav Ulla	2	1	Bava Kamma	Bava Kamma 27; Bava Kamma 42
Rav vs. Shmuel dispute	2	1	Avodah Zarah	Avodah Zarah 36; Avodah Zarah 57
Rav Yehuda vs. Rav Nachman	2	1	Nedarim	Nedarim 14; Nedarim 15
Rav Yirmeyah bar Abba	2	1	Bava Batra	Bava Batra 150; Bava Batra 167
Rav Yirmiyah bar Abba	2	1	Bava Batra	Bava Batra 153; Bava Batra 58
Regel (Trampling/Leg)	2	1	Bava Kamma	Bava Kamma 2; Bava Kamma 3
Reishit HaGez	2	1	Hullin	Hullin 131; Hullin 135
Reshus Harabim (public domain)	2	1	Ketubot	Ketubot 30; Ketubot 31
Reshus harabim (public domain)	2	1	Shabbat	Shabbat 125; Shabbat 130
Reshus hayachid vs. reshus harabim	2	1	Eruvin	Eruvin 32; Eruvin 34
Reshut HaNizak (Victim's Domain)	2	1	Bava Kamma	Bava Kamma 16; Bava Kamma 47
Revi'it	2	1	Menachot	Menachot 104; Menachot 88
Ripui (medical expenses)	2	1	Bava Kamma	Bava Kamma 83; Bava Kamma 84
Safek Bechor (Doubtful Firstborn)	2	1	Bekhorot	Bekhorot 18; Bekhorot 35
Samaritan (Kuti)	2	1	Avodah Zarah	Avodah Zarah 22; Avodah Zarah 31
Saris Chama	2	1	Yevamot	Yevamot 80; Yevamot 81
Saul Lieberman	2	1	Nedarim	Nedarim 10; Nedarim 16
Sekila (Stoning)	2	1	Sanhedrin	Sanhedrin 45; Sanhedrin 50
Shabbat Obligations	2	1	Bava Batra	Bava Batra 65; Bava Batra 9
Shabbat Work Prohibition	2	1	Avodah Zarah	Avodah Zarah 15; Avodah Zarah 22
Shalmei Chagigah	2	1	Chagigah	Chagigah 6; Chagigah 7
Shalom (peace)	2	1	Sanhedrin	Sanhedrin 6b; Sanhedrin 7
Shbua (oath)	2	1	Bava Metzia	Bava Metzia 35; Bava Metzia 37
Shchutei Chutz (Slaughtering Outside)	2	1	Zevachim	Zevachim 108; Zevachim 113
Sheidim (Demons/Spirits)	2	1	Pesachim	Pesachim 110; Pesachim 113
Shekalim (half-shekel tax)	2	1	Shekalim	Shekalim 19; Shekalim 3
Shel Rosh (head tefillin)	2	1	Menachot	Menachot 35; Menachot 37
Shel Yad (arm tefillin)	2	1	Menachot	Menachot 35; Menachot 37
Shelo Lishma (not for its intended purpose)	2	1	Menachot	Menachot 90; Menachot 91
Shelo Lishmo	2	1	Menachot	Menachot 48; Menachot 79
Shen (Eating/Tooth)	2	1	Bava Kamma	Bava Kamma 2; Bava Kamma 3
Shetar (Document)	2	1	Sanhedrin	Sanhedrin 23; Sanhedrin 31
Sheva Mitzvot Bnei Noach	2	1	Sanhedrin	Sanhedrin 57; Sanhedrin 75
Sheviras etzem (breaking bones)	2	1	Pesachim	Pesachim 83; Pesachim 85
Shevuat HaEdut	2	1	Shevuot	Shevuot 35; Shevuot 37
Shevuat HaPikadon	2	1	Shevuot	Shevuot 35; Shevuot 37
Shevuat Sheker (False Oath)	2	1	Shevuot	Shevuot 29; Shevuot 40
Shichvat Zera (seminal emission)	2	1	Niddah	Niddah 35; Niddah 55
Shimshon (Samson)	2	1	Sotah	Sotah 10; Sotah 9
Shinui (Deviation from Normal)	2	1	Shabbat	Shabbat 156; Shabbat 96
Shivat Haminim (Seven Species)	2	1	Berakhot	Berakhot 35; Berakhot 41
Shlamim (Peace Offering)	2	1	Zevachim	Zevachim 28; Zevachim 98
Shliach (messenger/agent)	2	1	Gittin	Gittin 2; Gittin 5
Shloshim (thirty days)	2	1	Moed Katan	Moed Katan 22; Moed Katan 23
Shogeg (Unintentional Transgression)	2	1	Sanhedrin	Sanhedrin 54; Sanhedrin 63
Shomer (Guardian)	2	1	Bava Kamma	Bava Kamma 100; Bava Kamma 58
Shomer (Guardian/Watchman)	2	1	Bava Metzia	Bava Metzia 5; Bava Metzia 99
Shomer chinam (unpaid watchman)	2	1	Bava Metzia	Bava Metzia 34; Bava Metzia 36
Shomer sachar (paid bailee)	2	1	Bava Metzia	Bava Metzia 78; Bava Metzia 80
Shomeret Yavam (Woman Awaiting Levirate Marriage)	2	1	Sotah	Sotah 24; Sotah 25
Shor haniskal (ox to be stoned)	2	1	Sanhedrin	Sanhedrin 19b; Sanhedrin 78
Shtar Kiddushin	2	1	Kiddushin	Kiddushin 48; Kiddushin 9
Shtar Matana (gift document)	2	1	Bava Batra	Bava Batra 136; Bava Batra 154
Shtar Shichrur (Writ of Manumission)	2	1	Gittin	Gittin 10; Gittin 9
Shtarot (Documents)	2	1	Bava Metzia	Bava Metzia 56; Bava Metzia 57
Shtei Halechem (Two Loaves)	2	1	Menachot	Menachot 49; Menachot 74
Shulchan (Table)	2	1	Menachot	Menachot 49; Menachot 49b
Shutfim (Partners)	2	1	Temurah	Temurah 10; Temurah 13
Shvuyah (captive woman)	2	1	Ketubot	Ketubot 23; Ketubot 28
Sikrikon	2	1	Gittin	Gittin 58; Gittin 59
Siman (identifying mark)	2	1	Bava Metzia	Bava Metzia 20; Bava Metzia 26
Simanim (Trachea and Esophagus)	2	1	Hullin	Hullin 17; Hullin 10
Sirchos (Adhesions)	2	1	Hullin	Hullin 46; Hullin 47
Sreifa (burning)	2	1	Sanhedrin	Sanhedrin 44; Sanhedrin 76
Sreifah (burning)	2	1	Pesachim	Pesachim 28; Pesachim 5
Sreifah (Burning)	2	1	Sanhedrin	Sanhedrin 46; Sanhedrin 51
Stam Yeinam	2	1	Avodah Zarah	Avodah Zarah 31; Avodah Zarah 74
stam yeinam	2	1	Avodah Zarah	Avodah Zarah 63; Avodah Zarah 66
Sulam (ladder)	2	1	Eruvin	Eruvin 59; Eruvin 60
Sumchus vs. Rabbanan	2	1	Bava Kamma	Bava Kamma 18; Bava Kamma 19
Ta'anat ganav (claim of theft)	2	1	Bava Kamma	Bava Kamma 108; Bava Kamma 65
Tahara (purification)	2	1	Nazir	Nazir 16; Nazir 55
Tahor/Tehorah (pure)	2	1	Niddah	Niddah 14; Niddah 35
Tam vs. Muad	2	1	Bava Kamma	Bava Kamma 39; Bava Kamma 40
Tamei (Impure Person)	2	1	Zevachim	Zevachim 32; Zevachim 34
Tashmish (Sexual Relations)	2	1	Niddah	Niddah 16; Niddah 70
Tavlin (spices)	2	1	Hullin	Hullin 6; Hullin 120
Techelet (Blue Dye)	2	1	Menachot	Menachot 40; Menachot 44
Tefach (handbreadth, unit of measurement)	2	1	Bava Batra	Bava Batra 108; Bava Batra 3
Teiku	2	1	Menachot	Menachot 104; Menachot 85
Tenai (Condition)	2	1	Kiddushin	Kiddushin 50; Kiddushin 60
Terumah (Priestly Heave Offering)	2	1	Hullin	Hullin 137; Hullin 138
Terumah (Priestly Portions)	2	1	Pesachim	Pesachim 15; Pesachim 18
Teshuvah	2	1	Rosh Hashanah	Rosh Hashanah 26; Rosh Hashanah 31
Thirty-Nine Melachot	2	1	Shabbat	Shabbat 49; Shabbat 96
Tiglachat Taharah	2	1	Nazir	Nazir 44; Nazir 44b
Tiglachat Tumah	2	1	Nazir	Nazir 44; Nazir 44b
tikkun olam	2	1	Gittin	Gittin 4; Gittin 46
tikkun olam (improvement of the world)	2	1	Gittin	Gittin 34; Gittin 36
Tinok Shenishba	2	1	Shabbat	Shabbat 68; Shabbat 69
Tosafot Yeshanim	2	1	Yoma	Yoma 69; Yoma 87
Transitory blemish (mum over)	2	1	Bekhorot	Bekhorot 40; Bekhorot 40b
Treifa (Non-Kosher Animal)	2	1	Hullin	Hullin 10; Hullin 50
Treifa (Ritually Unfit Animal)	2	1	Hullin	Hullin 5; Hullin 52
Tumah v'Taharah	2	1	Shabbat	Shabbat 123; Shabbat 14
Tumtum (covered genitalia)	2	1	Bekhorot	Bekhorot 40; Bekhorot 40b
Tza'ar (Pain and Suffering)	2	1	Bava Kamma	Bava Kamma 27; Bava Kamma 85
tzaar (pain and suffering)	2	1	Bava Kamma	Bava Kamma 59; Bava Kamma 86
Tzara (Co-Wife)	2	1	Yevamot	Yevamot 10; Yevamot 10b
Tzari (balsam oil)	2	1	Shabbat	Shabbat 25; Shabbat 26
Tzitz Meratzeh	2	1	Menachot	Menachot 15; Menachot 25
Veset (regular menstrual cycle)	2	1	Niddah	Niddah 2; Niddah 66
Vidui (Confession)	2	1	Yoma	Yoma 39; Yoma 60
Vlad (offspring)	2	1	Temurah	Temurah 17; Temurah 21
Yam Shel Shlomo	2	1	Bava Kamma	Bava Kamma 57; Bava Kamma 62
Yavneh	2	1	Rosh Hashanah	Rosh Hashanah 29; Rosh Hashanah 32
yayin nesech	2	1	Avodah Zarah	Avodah Zarah 63; Avodah Zarah 66
Yetziat Mitzrayim at night	2	1	Berakhot	Berakhot 4; Berakhot 9
Yi'ud (Designation for Marriage)	2	1	Kiddushin	Kiddushin 19; Kiddushin 20
Yichud (seclusion of man and woman)	2	1	Kiddushin	Kiddushin 65; Kiddushin 81
Yidoni	2	1	Sanhedrin	Sanhedrin 65; Sanhedrin 66
Yitro (Jethro)	2	1	Sanhedrin	Sanhedrin 104; Sanhedrin 106
Yoledes (Woman Who Gave Birth)	2	1	Nazir	Nazir 25; Nazir 26b
Yoledet (Woman Who Has Given Birth)	2	1	Niddah	Niddah 28; Niddah 38
Yom Kippur Prohibitions	2	1	Yoma	Yoma 73; Yoma 74
Yosef ben Yoezer and Yosef ben Yochanan	2	1	Temurah	Temurah 15; Temurah 16
Yotzei (Taken Outside)	2	1	Menachot	Menachot 12; Menachot 47
Yotzei Mitzrayim (those who left Egypt)	2	1	Bava Batra	Bava Batra 118; Bava Batra 119
Yovel (Jubilee)	2	1	Kiddushin	Kiddushin 20; Kiddushin 22
Zavah (Woman with Abnormal Bleeding)	2	1	Niddah	Niddah 70; Niddah 9
Zika	2	1	Yevamot	Yevamot 26b; Yevamot 39
Zomemim (false witnesses)	2	1	Sanhedrin	Sanhedrin 52; Sanhedrin 78
סופר (Scribe)	2	1	Bava Batra	Bava Batra 162; Bava Batra 167
שבת (Shabbat)	2	1	Eruvin	Eruvin 101; Eruvin 88
'Al ha'aretz (on the land)	1	1	Hullin	Hullin 127
'One Cannot Dwell with a Snake in a Basket'	1	1	Ketubot	Ketubot 72
'Ot' (Sign) as Conceptual Framework	1	1	Menachot	Menachot 36b
100% Liability Model (Each Party Fully Liable)	1	1	Bava Kamma	Bava Kamma 53
120 elders arrangement	1	1	Megillah	Megillah 16b
120-Day Timeline	1	1	Nazir	Nazir 60
125 bones (majority threshold)	1	1	Bekhorot	Bekhorot 45
141 and 1/3 Amah (Minimum Gap to Unify)	1	1	Eruvin	Eruvin 55
15th of Nisan (Pesach)	1	1	Hullin	Hullin 92
185,000 troops annihilated	1	1	Sanhedrin	Sanhedrin 95
2,000 Amah (Standard Shabbat Boundary)	1	1	Eruvin	Eruvin 55
2,000 amot (Sabbath travel limit)	1	1	Eruvin	Eruvin 27
2,000 amot measurement	1	1	Eruvin	Eruvin 56
2000 Amot	1	1	Eruvin	Eruvin 52
24 Brachot / Six Additional Blessings	1	1	Taanit	Taanit 15
24-Hour Annulment Window (Miyom El Yom)	1	1	Nedarim	Nedarim 70
248 bones (standard count)	1	1	Bekhorot	Bekhorot 45
248 Limbs (Eivarim)	1	1	Yoma	Yoma 76
248 Mitzvot Asei (positive) corresponding to limbs/bones	1	1	Makkot	Makkot 24
25-year rule (עשרים וחמש שנים)	1	1	Ketubot	Ketubot 104
3,000 halachot forgotten during mourning of Moshe	1	1	Temurah	Temurah 16
30 Days Grace Period	1	1	Bekhorot	Bekhorot 28
30-day rule for mezonot (sustenance)	1	1	Ketubot	Ketubot 71
300 halachot forgotten, 700 doubts	1	1	Temurah	Temurah 16
365 Lo Ta'asot (negative) corresponding to solar year	1	1	Makkot	Makkot 24
39 melachot (creative labors)	1	1	Moed Katan	Moed Katan 14
4,000 Amah Rule for Unification	1	1	Eruvin	Eruvin 55
40 days fetal development threshold	1	1	Niddah	Niddah 25
41 days as marker of established fetal development	1	1	Niddah	Niddah 25
420 Years	1	1	Arakhin	Arakhin 13
44-Day Timeline	1	1	Nazir	Nazir 60
5/6 Tefach Standard	1	1	Sukkah	Sukkah 32
50/50 Liability Model (Shared Damage)	1	1	Bava Kamma	Bava Kamma 53
500 vetrei chumrei (combining stringencies)	1	1	Eruvin	Eruvin 7
600,000 people (reshus harabim requirement)	1	1	Eruvin	Eruvin 7
600,000 people criterion	1	1	Eruvin	Eruvin 59
600,000 Souls / Six Hundred Thousand	1	1	Sotah	Sotah 12
613 Mitzvot (Taryag Mitzvot)	1	1	Makkot	Makkot 24
